,yspall,log10_phi0,eta,Dcj
r60um_tpl052,0.0035227158730604,-2.4882740979150944,0.0002775567502942,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl053,0.0025679862575141,-2.6133226571794737,0.0009374654658002,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl054,0.002696649686269,-2.4420787080729047,0.0008732607158599,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl055,0.0042263208375523,-2.4426173614653286,0.0005718766532513,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl056,0.0008681518486197,-3.308972205823273,0.0009943273203883,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl057,0.0010980856915471,-2.5501191822140608,0.0007214239779882,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl058,0.003248368825655,-2.973419205100857,0.0003772115205521,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl059,0.0043259923617834,-3.482317044519946,0.0004721358189881,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl060,0.0033182928053188,-3.470701012724979,0.0009175697988303,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl061,0.0033072343398426,-3.073038598453381,0.0005668268943386,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl062,0.0018823351890377,-3.2897129268877983,0.0004329558699374,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl063,0.001128404495733,-3.2652301470173413,0.0005505896789453,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl064,0.0032248233569431,-3.609342430123247,0.0004437588063623,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl065,0.0020325800874609,-2.7402443147211244,0.0007889400671523,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl066,0.0037910642456607,-3.592412335615567,0.0006962108050197,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl067,0.0023880035053486,-2.925275678528832,0.0007171657685032,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl068,0.0045999802820379,-2.9418590338970447,0.0006292572343125,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl069,0.0025514730656272,-3.7681130323901697,0.0009049642050294,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl070,0.0007625571668001,-2.575059704531052,0.0004066891945842,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl071,0.0040009428698603,-3.346568677199621,0.000777135229573,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl072,0.0036018403999545,-3.5743294587303436,0.0009087016061009,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl073,0.0025918498097778,-2.6733541203343236,0.0003180681299445,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl074,0.0032483673894766,-3.1844277064773534,0.0008251373214631,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl075,0.0030203260398965,-3.0442384367404096,0.0004869270275358,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl076,0.0025409910800462,-3.559144195970466,0.0007566593392518,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl077,0.0017048136445282,-3.3336875941247066,0.0006907767225335,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl078,0.0048924108624309,-3.2848931224564684,0.0003417471826269,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl079,0.0012885224754122,-3.235591246599403,0.0003409468991816,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl080,0.0045374710634139,-3.0554081676434715,0.0004565718714927,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl081,0.0033597228879111,-3.1298975800663484,0.0007583560936437,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl082,0.000918499884494,-3.676527228634561,0.0006058132037454,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl083,0.0045164174050352,-2.822687580823773,0.0005993880041478,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl084,0.0033398572845167,-3.021355642525104,0.0005761807469263,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl085,0.0041087070436755,-3.697581780990416,0.0005491926474088,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl086,0.0038904190293703,-3.517981194133937,0.0006110952947956,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl087,0.001817252240525,-3.0671597018506547,0.0008288953671351,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl088,0.0016127660944896,-3.155315564150997,0.0009985152625789,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl089,0.000467334714037,-3.511226757217774,0.000339373614099,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl090,0.0008844794648452,-3.382386567680202,0.0003370677119124,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl091,0.002197386335504,-3.520867938492958,0.0006402211631019,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl092,0.0021432523764471,-3.052581245945153,0.0005126121567878,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl093,0.0013307828483088,-2.6812854473487286,0.0003567123711317,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl094,0.004740340977059,-2.621160816775973,0.000399572441488,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl095,0.0043017233610306,-2.7801407902875033,0.0009854270810419,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl096,0.0025679803404469,-2.469208240681379,0.0009767992182968,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl097,0.0026484377108075,-3.4631108592334168,0.0006001826446736,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl098,0.0025407324445455,-2.6838228577661662,0.0008359186644616,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl099,0.0011308129463477,-2.939790400951715,0.0008442187600682,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl100,0.0004427374115494,-3.71576436330718,0.0009634616751536,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl101,0.0006642593110459,-3.0312148942968133,0.0007437739747095,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl102,0.0046513179577214,-2.9469206982713363,0.0008504894121392,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl103,0.0016785885130826,-2.959405134420414,0.0003036093034314,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl104,0.0026814253402416,-3.649324279730271,0.0005643887727947,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl105,0.0043970738490797,-3.08822934765466,0.000773220270167,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl106,0.0039270226224094,-3.730049928747485,0.0008001331059158,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl107,0.0018731446683681,-3.39917343277211,0.0003596263440767,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl108,0.0037201039961155,-3.458104777440793,0.0007254009919945,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl109,0.0037700805580615,-3.5799252609660988,0.0004826986575291,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl110,0.0042405112848262,-3.793616685013925,0.0006003354119209,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl111,0.0038007002147042,-2.4717171753276403,0.0004984986510915,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl112,0.0033922073512789,-3.6171486900152976,0.0006835487671088,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl113,0.0037255804704417,-3.1869392876186566,0.0009033839114695,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl114,0.0045710587328936,-3.3261611805617117,0.0007471912697401,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl115,0.0022107333538036,-2.6219028475174575,0.0006987894421459,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl116,0.0022980422820738,-2.784378351456149,0.0006020017527111,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl117,0.0017921220812263,-2.9614241672508284,0.0009854128692367,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl118,0.0021555979334579,-3.386840367540949,0.0008949204195149,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl119,0.0024348352325884,-3.678448099854009,0.0007886813352458,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl120,0.003542088373813,-2.402313720052848,0.0003365798190088,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl121,0.0041484276558509,-3.5691869759743424,0.0008708633729319,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl122,0.0021343114678149,-3.3722625506450883,0.0008207877042757,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl123,0.0046823456945588,-2.4744101027755083,0.0003307370695065,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl124,0.0043073472796435,-3.6730622375414983,0.0006139728736951,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl125,0.0042096561496795,-3.73337204261986,0.0008444629496925,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl126,0.00083885687866,-3.779723587273891,0.0005042470021927,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl127,0.0042840566290541,-3.2075803515877572,0.0003831185086866,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl128,0.0007725281043973,-3.064903414886738,0.0008046680536166,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl129,0.0006929037157589,-3.241686638714792,0.0008040537097185,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl130,0.0043739596876135,-3.047296518244063,0.0003721069478032,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl131,0.0013180337550857,-3.0459972608087016,0.0003201176701654,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl132,0.0032162245979628,-3.7322303426077936,0.0008994929423726,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl133,0.0046554553571042,-2.9946818581464143,0.0009315936350609,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl134,0.0041017631341282,-3.559205564045166,0.000658541511837,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl135,0.0014992768947867,-2.537189451993572,0.0004621810810245,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl136,0.0040438310467877,-3.0603573582021837,0.0009071027191664,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl137,0.0041818981373181,-2.50947026750198,0.0003625299269134,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl138,0.0037456085116794,-3.3587690182783825,0.00039195534403,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl139,0.0031335381603684,-3.4832811761706437,0.0005983839379513,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl140,0.0004090439755035,-2.6170067959218795,0.0006427111698368,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl141,0.0034139166952774,-3.2779686123855867,0.0005142039262774,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl142,0.0043903695450047,-3.170960654981737,0.0009251578912839,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl143,0.0032200616883844,-3.355242379911363,0.0007145100771992,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl144,0.0012602015595329,-2.87801842072537,0.0003338258113496,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl145,0.004976144677619,-2.794079615963314,0.0005172573539069,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl146,0.0021663011596035,-3.4659106997340223,0.00076824182783,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl147,0.004617471482514,-3.0219282379981225,0.0009198874958135,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl148,0.0044860022573692,-3.1296994817891948,0.0004019304960796,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl149,0.0031977890742099,-2.449952225423948,0.0006539367203336,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl150,0.0041189473407141,-2.456463893195328,0.0007865709452613,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl151,0.0006861098548314,-3.110199324139207,0.0006133229923012,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl152,0.0004295648461875,-2.598071103494385,0.0006970406791679,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl153,0.0030759656519794,-3.4294499991923786,0.0009824465991566,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl154,0.0033502668374257,-2.505206937059165,0.0008718925168942,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl155,0.0009856791688918,-2.5902822776380776,0.0004996980694402,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl156,0.0031764871280827,-3.58986646884105,0.0005809478815073,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl157,0.0026572615233091,-2.5477866608686046,0.0008626050845794,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl158,0.0024031979407892,-3.7940282366430407,0.0007618900183858,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl159,0.0046406703744306,-3.5061329959592458,0.0002977888949679,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl160,0.0011330207327883,-3.725818433314191,0.0007664264697175,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl161,0.0019858878207396,-3.753291004532224,0.0006784772193985,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl162,0.0010147567959764,-3.4068799628654336,0.0008327573126177,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl163,0.0030475491880702,-3.2910348477440667,0.000521570862406,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl164,0.0041511004720533,-3.673464224585788,0.0006056709812062,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl165,0.0042497481648183,-3.093400721225409,0.0007535462094856,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl166,0.0037798807671967,-3.628689727939304,0.0003683331234794,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl167,0.0004608564830233,-3.3282560885508,0.0003848195927722,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl168,0.0006995797871682,-3.0705549537264325,0.0003362787465325,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl169,0.0038905170496425,-3.573933754075938,0.0007400877315942,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl170,0.0021691343135357,-3.179358700569261,0.0007984558079973,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl171,0.0045234869457044,-3.7153174016615034,0.0009449782935821,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl172,0.0036478550814177,-3.761107178780297,0.0009737968743618,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl173,0.0038986719981003,-2.81650925494824,0.0004257110799339,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl174,0.0045079402561925,-2.993990097488158,0.0008835381062156,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl175,0.000543256419511,-3.070128573435431,0.0009680079667748,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl176,0.001693768333378,-3.681800682390432,0.0004642245057153,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl177,0.0011612749826941,-3.3502763397243966,0.0003207358631017,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl178,0.003054333015312,-2.84343696842268,0.0003277853221998,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl179,0.0044955589339419,-3.2417374753353365,0.0002951386744444,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl180,0.0049045843779519,-3.18117111268769,0.0007194662267453,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl181,0.0038323442354928,-3.0496866077113465,0.0004842660802732,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl182,0.0004512146844193,-2.5909838200697535,0.0004827835433125,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl183,0.0024860262164728,-3.111405000231682,0.0004031984748717,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl184,0.0013089477135427,-3.475967383173625,0.0005545350709338,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl185,0.0023113756224111,-2.7945815728960453,0.0003533593586585,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl186,0.0006500807274109,-2.9252370072516847,0.000314974532456,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl187,0.0007494494686258,-3.028751825756478,0.000892634843866,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl188,0.0016947328576019,-3.53777531379288,0.000400713959729,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl189,0.0043118148421146,-3.447074287762555,0.0008722435878229,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl190,0.0038788028185229,-2.9055480303080436,0.0003932540823717,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl191,0.0047631852174913,-2.698864873667989,0.0003991590826067,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl192,0.0005605843303863,-3.0956129853428815,0.0005514734655963,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl193,0.0012755510157372,-3.5284808019005856,0.0006461668927252,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl194,0.0037524649998557,-3.0969142751996985,0.0008769851321786,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl195,0.0023978034946065,-2.4947821418893588,0.0002736500018295,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl196,0.0049383252478749,-2.519471430351306,0.0007936291206985,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl197,0.0006768336189814,-3.5638188045957993,0.0005217172659167,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl198,0.0021314381434957,-3.3051221611325325,0.0003881142334714,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl199,0.0012204094040752,-3.730702005548272,0.0006715403165546,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl200,0.0025594877860745,-2.678316112340572,0.0004062757926508,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl201,0.0004737285649796,-3.7939425650430127,0.0007557879089405,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl202,0.0015720709158591,-2.818095771300565,0.0008202406652312,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl203,0.0034040642974327,-2.777932604503537,0.0003638155492302,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl204,0.0014459818692338,-3.5705338426040627,0.0009733408483333,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl205,0.0033018456670126,-3.6386066820775103,0.0003288270864665,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl206,0.004833989887023,-3.103335316988824,0.0008248191867017,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl207,0.0027675625505517,-3.1125557778531228,0.0009203824808675,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl208,0.0038661969605654,-3.700824253974707,0.0002783003862458,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl209,0.0027221853955159,-3.037795503339448,0.0005937679245683,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl210,0.0021002211181877,-3.622917659596151,0.0006329663048328,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl211,0.0012981095550089,-2.4212293952137913,0.0005912303328528,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl212,0.0025901008103053,-3.0958779745512035,0.0009271492425845,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl213,0.0045985018288985,-3.660370025308411,0.0007728803104116,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl214,0.0045534269502558,-2.785581799682108,0.0009999227492194,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl215,0.0042985866556761,-2.7265176938047366,0.0008382372684109,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl216,0.0048168975233824,-3.60556931195749,0.0003081362162034,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl217,0.00112669208299,-2.6088871217695484,0.000808500804283,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl218,0.0043306225461307,-3.1809106861749727,0.0003271223585076,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl219,0.0014732380704658,-2.784895961435514,0.000374243462058,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl220,0.0045246353970507,-3.3228822927020056,0.0003541048534131,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl221,0.0024429189124048,-2.804117172023055,0.0002935976345933,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl222,0.0015614667427648,-3.430493563745218,0.0009979636578654,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl223,0.0011725484542951,-3.655245707843876,0.0009438689282531,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl224,0.0013307595376878,-3.5558753973208623,0.0007050670011626,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl225,0.0043197403893869,-2.4436381258466167,0.0008741041436656,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl226,0.0048208571264623,-2.4493860873667455,0.0004684254134824,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl227,0.0022068985892546,-3.163098688866844,0.0008884311426893,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl228,0.0020485431435831,-2.6946714907011273,0.0003942241578191,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl229,0.0005559779389905,-3.778522244753682,0.0009220459224639,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl230,0.0020308979725999,-2.593611244448522,0.000671488240539,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl231,0.0042138669921876,-3.696597180482784,0.0006118334158395,'85.0 percentile dcj 0.881 cm us**-1'
